,accuracy,macro_avg-precision,macro_avg-recall,macro_avg-f1-score,macro_avg-support,weighted_avg-precision,weighted_avg-recall,weighted_avg-f1-score,weighted_avg-support
0,0.9262472885032538,0.9135836342116296,0.9432037004004168,0.9267902820157315,461,0.9275292177301152,0.9262472885032538,0.92586341774779,461
